product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,revenue,margin,margin_pct,comp_avg,price_gap,price_position,price_band,price_drop,discount_band,price_rounded
bed1,bed_bath_table,01-05-2017,1,45.95,15.1,45.95,39,161,2,350,4.0,57,23,8,1,5,2017,10.26739356,3800,89.9,3.9,15.01189655,215.0,4.4,8.76,45.95,4.0,15.1,45.9,45.95,30.85,67.14,116.94999999999999,-71.0,Underpriced,<50,-0.05000000000000426,No discount,40
bed1,bed_bath_table,01-06-2017,3,137.85,12.93333333,45.95,39,161,2,350,4.0,61,22,8,1,6,2017,6.503115265,3800,89.9,3.9,14.76921569,209.0,4.4,21.322,45.95,4.0,12.93333333,45.95,137.85000000000002,33.016666670000006,71.85,114.94999999999999,-69.0,Underpriced,<50,0.0,No discount,40
bed1,bed_bath_table,01-07-2017,6,275.7,14.84,45.95,39,161,2,350,4.0,123,21,10,1,7,2017,12.07165109,3800,89.9,3.9,13.99383333,205.0,4.4,22.1959322,45.95,4.0,14.84,45.95,275.70000000000005,31.110000000000003,67.7,113.61666666666666,-67.67,Underpriced,<50,0.0,No discount,40
bed1,bed_bath_table,01-08-2017,4,183.8,14.2875,45.95,39,161,2,350,4.0,90,23,8,1,8,2017,9.293873313,3800,89.9,3.9,14.65675676,199.5098039,4.4,19.41288462,45.95,4.0,14.2875,45.95,183.8,31.6625,68.91,111.78660130000002,-65.84,Underpriced,<50,0.0,No discount,40
bed1,bed_bath_table,01-09-2017,2,91.9,15.1,45.95,39,161,2,350,4.0,54,21,9,1,9,2017,5.555555556,3800,89.9,3.9,18.77652174,163.3987097,4.4,24.3246875,45.95,4.0,15.1,45.95,91.9,30.85,67.14,99.7495699,-53.8,Underpriced,<50,0.0,No discount,40
bed1,bed_bath_table,01-10-2017,3,137.85,15.1,45.95,39,161,2,350,4.0,50,22,9,2,10,2017,8.333333333,3800,89.9,3.9,21.57214286,45.95,4.0,15.1,45.95,4.0,15.1,45.95,137.85000000000002,30.85,67.14,60.6,-14.65,Underpriced,<50,0.0,No discount,40
bed1,bed_bath_table,01-11-2017,11,445.85,15.83272727,40.53181818,39,161,2,350,4.0,97,22,8,4,11,2017,30.55555556,3800,89.9,3.9,16.294,40.53181818,4.0,15.83272727,40.53181818,4.0,15.83272727,45.95,445.84999998,24.699090910000002,60.94,56.98787878666667,-16.46,Underpriced,<50,5.418181820000001,Small (0–10),40
bed1,bed_bath_table,01-12-2017,6,239.94,15.23,39.99,39,161,2,350,4.0,41,21,10,1,12,2017,16.66666667,3800,88.48823529,3.9,18.89833333,39.99,4.0,15.23,39.99,4.0,15.23,40.53181818,239.94,24.76,61.92,56.15607843000001,-16.17,Underpriced,<50,0.5418181799999999,Small (0–10),30
bed1,bed_bath_table,01-01-2018,19,759.81,16.53368421,39.99,39,161,2,350,4.0,62,23,8,2,1,2018,17.75700935,3800,86.9,3.9,19.38352941,39.99,4.0,16.53368421,39.99,4.0,16.53368421,39.99,759.8100000000001,23.45631579,58.66,55.62666666666667,-15.64,Underpriced,<50,0.0,No discount,30
bed1,bed_bath_table,01-02-2018,18,719.82,13.74944444,39.99,39,161,2,350,4.0,62,20,8,2,2,2018,16.82242991,3800,86.9,3.9,19.20909091,39.99,4.0,13.74944444,39.99,4.0,13.74944444,39.99,719.82,26.240555560000004,65.62,55.62666666666667,-15.64,Underpriced,<50,0.0,No discount,30
bed1,bed_bath_table,01-03-2018,17,679.83,16.46235294,39.99,39,161,2,350,4.0,43,22,9,1,3,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99,679.83,23.527647060000003,58.83,55.62666666666667,-15.64,Underpriced,<50,0.0,No discount,30
bed1,bed_bath_table,01-04-2018,13,519.87,14.23615385,39.99,39,161,2,350,4.0,34,21,9,1,4,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99,519.87,25.75384615,64.4,55.00833333333333,-15.02,Underpriced,<50,0.0,No discount,30
bed1,bed_bath_table,01-05-2018,19,759.81,10.25631579,39.99,39,161,2,350,4.0,57,23,8,3,5,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,39.99,4.0,10.25631579,39.99,759.8100000000001,29.73368421,74.35,54.54320512666667,-14.55,Underpriced,<50,0.0,No discount,30
bed1,bed_bath_table,01-06-2018,5,199.95,13.998,39.99,39,161,2,350,4.0,43,21,9,0,6,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4.0,13.998,39.99,4.0,13.998,39.99,199.95000000000002,25.992000000000004,65.0,53.293333333333344,-13.3,Underpriced,<50,0.0,No discount,30
bed1,bed_bath_table,01-07-2018,8,319.92,20.4175,39.99,39,161,2,350,4.0,26,22,9,1,7,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99,319.92,19.5725,48.94,52.63777777666667,-12.65,Underpriced,<50,0.0,No discount,30
bed1,bed_bath_table,01-08-2018,8,313.92,16.33375,39.24,39,161,2,350,4.0,15,23,8,1,8,2018,9.293873313,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99,313.92,22.906250000000004,58.37,50.826666666666675,-11.59,Underpriced,<50,0.75,Small (0–10),30
garden5,garden_tools,01-03-2017,6,419.4,32.68,69.9,36,450,1,9000,4.1,21,23,8,1,3,2017,9.107142857,19656,69.9,4.1,32.68,69.9,4.1,32.68,69.9,4.1,32.68,69.85,419.40000000000003,37.220000000000006,53.25,69.9,0.0,On-par,50–150,-0.05000000000001137,No discount,60
garden5,garden_tools,01-04-2017,3,247.9,34.21666667,82.63333333,36,450,1,9000,4.1,17,20,10,2,4,2017,7.678571429,19656,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,69.9,247.89999999,48.41666666,58.59,82.63333333,0.0,On-par,50–150,-12.733333329999994,No discount,80
garden5,garden_tools,01-05-2017,20,1956.0,39.8975,97.58823529,36,450,1,9000,4.1,34,23,8,1,5,2017,19.04761905,19656,59.9,4.1,19.7325,59.9,4.2,26.24666667,97.58823529,4.1,39.8975,82.63333333,1951.7647058,57.69073529,59.12,72.46274509666667,25.13,Overpriced,50–150,-14.95490196,No discount,90
garden5,garden_tools,01-06-2017,8,712.0,40.80125,89.0,36,450,1,9000,4.1,26,22,8,1,6,2017,7.619047619,19656,59.9,4.1,17.67,59.9,4.2,16.26,89.0,4.1,40.80125,97.58823529,712.0,48.19875,54.16,69.60000000000001,19.4,Overpriced,50–150,8.58823529,Small (0–10),80
garden5,garden_tools,01-07-2017,10,890.0,39.156,89.0,36,450,1,9000,4.1,74,21,10,1,7,2017,9.523809524,19656,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,89.0,890.0,49.844,56.0,59.9,29.1,Overpriced,50–150,0.0,No discount,80
garden5,garden_tools,01-08-2017,7,683.0,39.5,97.33333333,36,450,1,9000,4.1,113,23,8,1,8,2017,6.666666667,19656,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,89.0,681.3333333100001,57.83333333,59.42,59.9,37.43,Overpriced,50–150,-8.333333330000002,No discount,90
garden5,garden_tools,01-09-2017,9,891.0,39.01888889,99.0,36,450,1,9000,4.1,115,21,9,1,9,2017,8.571428571,19656,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,97.33333333,891.0,59.98111111,60.59,59.9,39.1,Overpriced,50–150,-1.666666669999998,No discount,90
garden5,garden_tools,01-10-2017,14,1386.0,45.77642857,99.0,36,450,1,9000,4.1,146,22,9,2,10,2017,13.33333333,19656,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,99.0,1386.0,53.22357143,53.76,59.9,39.1,Overpriced,50–150,0.0,No discount,90
garden5,garden_tools,01-11-2017,17,1683.0,32.86352941,99.0,36,450,1,9000,4.1,339,22,8,4,11,2017,16.19047619,19656,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,99.0,1683.0,66.13647059,66.8,53.28031332666666,45.72,Overpriced,50–150,0.0,No discount,90
garden5,garden_tools,01-12-2017,11,1089.0,38.05545455,99.0,36,450,1,9000,4.1,184,21,10,1,12,2017,10.47619048,19656,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,99.0,1089.0,60.94454545,61.56,55.425000000000004,43.58,Overpriced,50–150,0.0,No discount,90
garden5,garden_tools,01-01-2018,4,398.0,41.54,99.5,36,450,1,9000,4.1,137,23,8,2,1,2018,50.0,19656,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,99.0,398.0,57.96,58.25,49.9,49.6,Overpriced,50–150,-0.5,No discount,90
garden5,garden_tools,01-02-2018,2,202.0,43.555,101.0,36,450,1,9000,4.1,160,20,8,2,2,2018,25.0,19656,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,99.5,202.0,57.445,56.88,50.60076805,50.4,Overpriced,50–150,-1.5,No discount,100
garden5,garden_tools,01-03-2018,1,101.0,67.02,101.0,36,450,1,9000,4.1,116,22,9,1,3,2018,9.107142857,19656,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,101.0,101.0,33.980000000000004,33.64,53.9,47.1,Overpriced,50–150,0.0,No discount,100
